version,Pad,Len,Rate,ChannelFrequency,ChannelFlags,dBm_AntSignal,Antenna,subtype,type,proto,FCfield,ID,addr1,addr2,addr3,SC,addr4,Dot11Elt1.ID,Dot11Elt1.len,Dot11Elt1.info
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,14864,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,14912,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,14960,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15024,0,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15040,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46528,0,,,
0,0,18,48,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+retry+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15072,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15088,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15104,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15120,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15136,0,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15184,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46592,0,,,
0,0,18,48,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15232,0,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15248,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15296,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15360,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46672,0,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15376,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46672,0,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15408,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15424,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15488,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15504,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46672,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46672,0,,,
0,0,18,96,2422,OFDM+2GHz,-17,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46672,0,,,
0,0,18,96,2422,OFDM+2GHz,-17,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46672,0,,,
0,0,18,96,2422,OFDM+2GHz,-17,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46672,0,,,
0,0,18,48,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,2,2422,CCK+2GHz,-21,1,8,0,0,,0,ff:ff:ff:ff:ff:ff,24:f5:a2:72:d2:e4,24:f5:a2:72:d2:e4,15520,0,0,16,IoT@Research Lab
0,0,18,2,2422,CCK+2GHz,-15,1,0,2,0,to-DS+protected,14849,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46688,0,,,
0,0,18,2,2422,CCK+2GHz,-21,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+retry+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15504,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46704,0,,,
0,0,18,48,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46720,0,,,
0,0,18,48,2422,OFDM+2GHz,-23,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-21,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46736,0,,,
0,0,18,108,2422,OFDM+2GHz,-21,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46736,0,,,
0,0,18,48,2422,OFDM+2GHz,-23,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15552,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46752,0,,,
0,0,18,48,2422,OFDM+2GHz,-23,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+retry+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15600,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15616,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15632,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15648,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15696,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-21,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46912,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46912,0,,,
0,0,18,48,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15904,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46944,0,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,15984,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16016,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46976,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46976,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46976,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46976,0,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16048,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46976,0,,,
0,0,18,48,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,46992,0,,,
0,0,18,48,2422,OFDM+2GHz,-25,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16064,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,47008,0,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16096,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,47008,0,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16112,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16128,0,,,
0,0,18,48,2422,OFDM+2GHz,-17,1,13,1,0,,0,24:f5:a2:72:d2:e4,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-21,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,47024,0,,,
0,0,18,48,2422,OFDM+2GHz,-33,1,13,1,0,,0,40:f0:2f:a2:05:b2,00:00:00:00:00:00,00:00:00:00:00:00,0,00:00:00:00:00:00,,,
0,0,18,108,2422,OFDM+2GHz,-23,1,0,2,0,from-DS+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16176,0,,,
0,0,18,108,2422,OFDM+2GHz,-25,1,0,2,0,from-DS+retry+protected,11264,40:f0:2f:a2:05:b2,24:f5:a2:72:d2:e4,28:80:88:9d:36:fb,16192,0,,,
0,0,18,108,2422,OFDM+2GHz,-19,1,0,2,0,to-DS+retry+protected,11264,24:f5:a2:72:d2:e4,40:f0:2f:a2:05:b2,28:80:88:9d:36:fb,47024,0,,,
